aX,aY,aZ,gX,gY,gZ
-1.47607421875,-1.297119140625,-1.2802734375,124.57275390625,-317.5048828125,-22.27783203125
-1.5152587890625,-1.324462890625,-1.28466796875,124.1455078125,-321.22802734375,-26.67236328125
-1.5543212890625,-1.341796875,-1.3038330078125,122.49755859375,-324.951171875,-30.82275390625
-1.5755615234375,-1.349853515625,-1.3323974609375,121.03271484375,-329.04052734375,-34.7900390625
-1.6455078125,-1.3731689453125,-1.3515625,119.7509765625,-333.984375,-38.87939453125
-1.737060546875,-1.4136962890625,-1.3375244140625,117.85888671875,-339.2333984375,-42.3583984375
-1.6767578125,-1.4384765625,-1.20849609375,115.6005859375,-343.44482421875,-45.166015625
-1.743408203125,-1.44580078125,-1.0692138671875,116.8212890625,-343.20068359375,-47.9736328125
-1.7420654296875,-1.49609375,-0.9940185546875,124.08447265625,-340.63720703125,-52.18505859375
-1.7135009765625,-1.5413818359375,-0.9234619140625,134.58251953125,-338.68408203125,-56.5185546875
-1.7418212890625,-1.56689453125,-0.8787841796875,146.05712890625,-335.63232421875,-59.99755859375
-1.7425537109375,-1.55322265625,-0.82470703125,156.73828125,-331.9091796875,-63.720703125
-1.7264404296875,-1.5283203125,-0.796630859375,166.748046875,-327.392578125,-68.42041015625
-1.7078857421875,-1.5125732421875,-0.7890625,175.96435546875,-321.83837890625,-74.15771484375
-1.70068359375,-1.5321044921875,-0.767333984375,184.63134765625,-315.91796875,-80.9326171875
-1.700927734375,-1.61669921875,-0.726318359375,191.650390625,-310.05859375,-87.70751953125
-1.717529296875,-1.687744140625,-0.6788330078125,194.15283203125,-304.8095703125,-92.7734375
-1.72900390625,-1.721435546875,-0.609130859375,189.3310546875,-299.37744140625,-95.703125
-1.7003173828125,-1.7197265625,-0.5206298828125,177.490234375,-293.8232421875,-97.412109375
-1.661865234375,-1.6795654296875,-0.4326171875,162.29248046875,-288.14697265625,-97.96142578125
-1.6275634765625,-1.623779296875,-0.345947265625,146.66748046875,-282.16552734375,-97.900390625
-1.619140625,-1.5797119140625,-0.2611083984375,132.50732421875,-276.3671875,-97.35107421875
-1.5955810546875,-1.591552734375,-0.1646728515625,121.15478515625,-270.5078125,-96.435546875
-1.568359375,-1.6124267578125,-0.052001953125,110.9619140625,-264.46533203125,-93.75
-1.5482177734375,-1.6116943359375,0.0836181640625,102.05078125,-258.1787109375,-88.92822265625
-1.492431640625,-1.582275390625,0.2305908203125,94.66552734375,-251.46484375,-83.0078125
-1.42333984375,-1.520751953125,0.37109375,90.087890625,-243.95751953125,-76.59912109375
-1.3544921875,-1.44921875,0.4991455078125,88.0126953125,-235.77880859375,-70.3125
-1.293212890625,-1.3826904296875,0.6099853515625,88.8671875,-226.98974609375,-64.51416015625
-1.216552734375,-1.327392578125,0.7135009765625,90.4541015625,-217.59033203125,-59.63134765625
-1.148193359375,-1.2845458984375,0.80419921875,90.8203125,-207.70263671875,-55.0537109375
-1.10205078125,-1.2457275390625,0.9073486328125,89.41650390625,-197.021484375,-50.4150390625
-1.044677734375,-1.189453125,1.0587158203125,85.63232421875,-185.60791015625,-45.83740234375
-0.968017578125,-1.1298828125,1.2418212890625,80.50537109375,-173.828125,-41.19873046875
-0.88671875,-1.0618896484375,1.39453125,73.91357421875,-160.2783203125,-36.92626953125
-0.810302734375,-0.9869384765625,1.50927734375,66.10107421875,-145.1416015625,-33.14208984375
-0.7705078125,-0.91650390625,1.609619140625,57.6171875,-128.5400390625,-30.3955078125
-0.7296142578125,-0.855712890625,1.7022705078125,49.31640625,-111.14501953125,-28.62548828125
-0.67529296875,-0.7877197265625,1.7872314453125,41.19873046875,-93.32275390625,-27.64892578125
-0.635009765625,-0.7152099609375,1.87158203125,34.0576171875,-75.0732421875,-27.34375
-0.6171875,-0.6600341796875,1.95703125,28.86962890625,-56.884765625,-27.77099609375
-0.601318359375,-0.598876953125,2.1168212890625,25.81787109375,-20.56884765625,-30.70068359375
-0.6085205078125,-0.5931396484375,2.1968994140625,25.32958984375,-1.89208984375,-33.447265625
-0.6402587890625,-0.6112060546875,2.2528076171875,25.08544921875,17.88330078125,-36.56005859375
-0.6939697265625,-0.6529541015625,2.2825927734375,23.74267578125,38.4521484375,-39.6728515625
-0.7698974609375,-0.706298828125,2.3021240234375,19.6533203125,59.4482421875,-42.90771484375
-0.86865234375,-0.7674560546875,2.3193359375,12.51220703125,80.38330078125,-45.7763671875
-1.0667724609375,-0.9676513671875,2.2403564453125,-12.0849609375,120.1171875,-50.72021484375
-1.2034912109375,-1.10888671875,2.1988525390625,-29.60205078125,139.22119140625,-53.40576171875
-1.3106689453125,-1.257080078125,2.198486328125,-46.630859375,158.447265625,-56.884765625
-1.5030517578125,-1.466064453125,2.187255859375,-59.87548828125,177.734375,-60.36376953125
-1.74267578125,-1.7825927734375,2.1611328125,-65.12451171875,197.81494140625,-63.96484375
-1.8768310546875,-2.2000732421875,2.1778564453125,-59.99755859375,218.07861328125,-67.19970703125
-2.1884765625,-2.836181640625,2.134033203125,-49.74365234375,238.34228515625,-68.05419921875
-2.41650390625,-3.508056640625,2.0611572265625,-45.654296875,258.36181640625,-64.63623046875
-2.7257080078125,-3.99951171875,1.938232421875,-53.40576171875,279.47998046875,-56.15234375
-2.973876953125,-3.99951171875,1.88134765625,-72.3876953125,301.08642578125,-42.6025390625
-3.3858642578125,-3.99951171875,1.962646484375,-98.7548828125,322.44873046875,-24.35302734375
-3.811767578125,-3.99951171875,2.16748046875,-128.90625,343.1396484375,-4.2724609375
-3.99951171875,-3.99951171875,2.3330078125,-155.029296875,364.3798828125,14.404296875
-3.99951171875,-3.99951171875,2.342529296875,-149.658203125,414.61181640625,43.45703125
-3.99951171875,-3.99951171875,2.1334228515625,-89.41650390625,469.23828125,82.51953125
-3.99951171875,-3.99951171875,1.8211669921875,-90.33203125,494.140625,109.375
-3.99951171875,-3.99951171875,1.38623046875,-123.84033203125,516.78466796875,137.6953125
-3.99951171875,-3.99951171875,0.9383544921875,-178.466796875,536.80419921875,163.818359375
-3.99951171875,-3.99951171875,0.517822265625,-238.83056640625,556.7626953125,184.26513671875
-3.99951171875,-3.99951171875,0.20947265625,-290.34423828125,579.833984375,196.4111328125
-3.99951171875,-3.99951171875,-0.1622314453125,-326.66015625,606.87255859375,201.5380859375
-3.99951171875,-3.99951171875,-0.5655517578125,-347.2900390625,635.986328125,201.84326171875
-3.99951171875,-3.99951171875,-1.00439453125,-352.05078125,664.36767578125,197.69287109375
-3.99951171875,-3.99951171875,-1.5264892578125,-354.98046875,689.39208984375,189.3310546875
-3.99951171875,-3.99951171875,-2.052978515625,-364.56298828125,708.67919921875,177.06298828125
-3.99951171875,-3.99951171875,-2.632568359375,-384.33837890625,723.81591796875,163.14697265625
-3.99951171875,-3.99951171875,-3.2210693359375,-415.1611328125,734.68017578125,147.39990234375
-3.99951171875,-3.99951171875,-3.85791015625,-445.3125,743.2861328125,131.77490234375
-3.99951171875,-3.99951171875,-3.99951171875,-460.63232421875,749.51171875,119.68994140625
-3.99951171875,-3.99951171875,-3.99951171875,-454.65087890625,751.77001953125,113.1591796875
-3.99951171875,-3.99951171875,-3.99951171875,-429.0771484375,752.13623046875,114.501953125
-3.99951171875,-3.99951171875,-3.99951171875,-396.240234375,752.25830078125,125.3662109375
-3.99951171875,-3.99951171875,-3.99951171875,-370.4833984375,752.9296875,141.66259765625
-3.99951171875,-3.99951171875,-3.99951171875,-351.01318359375,757.9345703125,160.7666015625
-3.99951171875,-3.99951171875,-3.99951171875,-327.63671875,769.83642578125,181.94580078125
-3.99951171875,-3.99951171875,-3.99951171875,-289.97802734375,784.36279296875,205.99365234375
-3.99951171875,-3.99951171875,-3.99951171875,-237.48779296875,794.921875,235.65673828125
-3.99951171875,-3.99951171875,-3.99951171875,-179.01611328125,797.9736328125,272.88818359375
-3.99951171875,-3.99951171875,-3.99951171875,-119.62890625,789.9169921875,320.3125
-3.99951171875,-3.99951171875,-3.99951171875,-64.88037109375,769.53125,375.79345703125
-3.99951171875,-3.99951171875,-3.99951171875,-28.1982421875,739.68505859375,433.9599609375
-3.99951171875,-3.99951171875,-3.99951171875,-22.15576171875,701.7822265625,489.1357421875
-3.99951171875,-3.99951171875,-3.99951171875,-53.1005859375,663.6962890625,535.33935546875
-3.99951171875,-3.595703125,-3.99951171875,-113.58642578125,627.74658203125,568.603515625
-3.99951171875,-2.898193359375,-3.99951171875,-167.1142578125,591.12548828125,589.66064453125
-3.99951171875,-2.2135009765625,-3.99951171875,-181.396484375,552.79541015625,602.1728515625
-3.99951171875,-1.573974609375,-3.99951171875,-158.26416015625,511.5966796875,609.92431640625
-3.99951171875,-1.032958984375,-3.99951171875,-113.1591796875,466.12548828125,614.92919921875
-3.99951171875,-0.4898681640625,-3.99951171875,-64.94140625,418.212890625,617.73681640625
-3.99951171875,0.02685546875,-3.99951171875,-31.494140625,369.56787109375,615.05126953125
-3.99951171875,0.458740234375,-3.99951171875,-21.91162109375,323.2421875,605.3466796875
-3.99951171875,0.9090576171875,-3.99951171875,-28.9306640625,278.4423828125,588.80615234375
-3.99951171875,1.281982421875,-3.99951171875,-35.82763671875,236.51123046875,567.19970703125
-3.99951171875,1.5589599609375,-3.99951171875,-35.82763671875,197.75390625,543.39599609375
-3.99951171875,1.8472900390625,-3.99951171875,-34.423828125,160.82763671875,519.4091796875
-3.99951171875,2.1712646484375,-3.99951171875,-32.8369140625,125.91552734375,495.78857421875
-3.949462890625,3.41748046875,-3.99951171875,-27.89306640625,96.0693359375,475.09765625
-2.9041748046875,3.7132568359375,-3.99951171875,-24.23095703125,65.0634765625,457.275390625
-2.8206787109375,3.499267578125,-3.99951171875,9.33837890625,11.474609375,429.13818359375
-2.602783203125,3.2275390625,-3.8878173828125,50.47607421875,-39.6728515625,401.06201171875
-2.5020751953125,3.0255126953125,-3.0465087890625,64.3310546875,-76.47705078125,370.60546875
-2.0948486328125,2.927490234375,-2.5076904296875,51.025390625,-95.64208984375,337.70751953125
-1.68115234375,2.858642578125,-2.1492919921875,25.20751953125,-105.52978515625,304.01611328125
-1.3990478515625,2.8529052734375,-1.9063720703125,8.36181640625,-112.36572265625,272.4609375
-1.22265625,2.853271484375,-1.69677734375,6.04248046875,-118.7744140625,241.2109375
-1.1136474609375,2.7779541015625,-1.4683837890625,16.845703125,-125.67138671875,207.8857421875
-1.049560546875,2.5887451171875,-1.201171875,35.58349609375,-132.14111328125,174.01123046875
-1.0240478515625,2.309814453125,-0.8892822265625,51.69677734375,-136.23046875,141.54052734375
-1.643310546875,-1.057373046875,-1.435546875,109.31396484375,-314.39208984375,10.92529296875
-1.74755859375,-1.070556640625,-1.4417724609375,117.61474609375,-321.2890625,4.638671875
-1.83740234375,-1.080322265625,-1.442138671875,125.30517578125,-328.30810546875,-1.5869140625
-1.89208984375,-1.071044921875,-1.4161376953125,132.01904296875,-335.0830078125,-7.32421875
-1.962646484375,-1.0965576171875,-1.423095703125,138.61083984375,-341.49169921875,-14.16015625
