aX,aY,aZ,gX,gY,gZ
-2.5391845703125,-1.52734375,-0.0228271484375,12.5732421875,237.9150390625,198.3642578125
-2.5882568359375,-1.505859375,-0.03466796875,5.43212890625,241.2109375,197.93701171875
-2.6292724609375,-1.5098876953125,-0.0543212890625,1.28173828125,244.44580078125,197.021484375
-2.650146484375,-1.5345458984375,-0.10595703125,0.54931640625,247.1923828125,196.1669921875
-2.677490234375,-1.537353515625,-0.1212158203125,1.52587890625,249.755859375,195.9228515625
-2.6756591796875,-1.5263671875,-0.1365966796875,3.72314453125,251.8310546875,196.22802734375
-2.6866455078125,-1.494384765625,-0.149658203125,6.591796875,253.60107421875,196.83837890625
-2.686279296875,-1.4749755859375,-0.185302734375,11.71875,254.39453125,197.69287109375
-2.689453125,-1.4765625,-0.200927734375,18.24951171875,254.39453125,199.03564453125
-2.7154541015625,-1.5040283203125,-0.1981201171875,25.57373046875,253.41796875,200.8056640625
-2.726806640625,-1.5472412109375,-0.208251953125,31.25,251.5869140625,203.2470703125
-2.7120361328125,-1.5732421875,-0.2313232421875,33.8134765625,248.96240234375,205.99365234375
-2.68017578125,-1.57177734375,-0.2490234375,33.75244140625,246.09375,209.1064453125
-2.6490478515625,-1.546142578125,-0.2593994140625,32.5927734375,243.10302734375,212.7685546875
-2.637451171875,-1.5230712890625,-0.287353515625,31.3720703125,239.92919921875,216.552734375
-2.6124267578125,-1.499755859375,-0.3111572265625,31.3720703125,236.63330078125,220.52001953125
-2.5872802734375,-1.472412109375,-0.2996826171875,32.1044921875,232.91015625,224.91455078125
-2.5396728515625,-1.44873046875,-0.311279296875,33.38623046875,229.6142578125,229.43115234375
-2.5252685546875,-1.4205322265625,-0.3187255859375,35.58349609375,226.01318359375,233.7646484375
-2.4892578125,-1.3897705078125,-0.318603515625,38.4521484375,222.0458984375,237.97607421875
-2.4559326171875,-1.35693359375,-0.3165283203125,41.3818359375,218.20068359375,242.3095703125
-2.4378662109375,-1.3150634765625,-0.334716796875,44.49462890625,214.111328125,246.337890625
-2.41015625,-1.2667236328125,-0.3563232421875,47.607421875,209.8388671875,250.79345703125
-2.3699951171875,-1.2303466796875,-0.359130859375,50.6591796875,205.2001953125,255.2490234375
-2.353271484375,-1.2138671875,-0.3409423828125,52.8564453125,200.3173828125,259.521484375
-2.3360595703125,-1.2152099609375,-0.3402099609375,53.8330078125,195.4345703125,263.48876953125
-2.3221435546875,-1.2196044921875,-0.322265625,52.42919921875,190.673828125,266.66259765625
-2.301513671875,-1.215087890625,-0.3248291015625,48.095703125,186.279296875,269.47021484375
-2.31005859375,-1.22265625,-0.302001953125,40.10009765625,182.06787109375,271.97265625
-2.3194580078125,-1.190185546875,-0.3128662109375,17.02880859375,176.3916015625,274.23095703125
-2.298095703125,-1.148681640625,-0.3272705078125,5.126953125,175.35400390625,274.23095703125
-2.2435302734375,-1.0855712890625,-0.341064453125,-4.94384765625,175.048828125,273.86474609375
-2.20654296875,-1.0272216796875,-0.3443603515625,-11.29150390625,175.4150390625,273.86474609375
-2.187744140625,-0.9830322265625,-0.35205078125,-13.36669921875,176.69677734375,273.37646484375
-2.1859130859375,-0.9483642578125,-0.354248046875,-11.8408203125,178.3447265625,272.4609375
-2.1849365234375,-0.9237060546875,-0.3544921875,-7.8125,179.8095703125,271.05712890625
-2.1650390625,-0.903076171875,-0.3638916015625,-2.197265625,181.21337890625,269.4091796875
-2.1334228515625,-0.88720703125,-0.380615234375,4.150390625,182.2509765625,267.333984375
-2.105712890625,-0.8812255859375,-0.3978271484375,10.68115234375,183.16650390625,265.44189453125
-2.0723876953125,-0.8829345703125,-0.4228515625,16.54052734375,183.89892578125,264.0380859375
