aX,aY,aZ,gX,gY,gZ
-0.5838623046875,-1.5430908203125,2.145263671875,-159.912109375,146.42333984375,-115.29541015625
-0.6474609375,-1.611572265625,2.244140625,-172.05810546875,154.6630859375,-118.65234375
-0.72216796875,-1.635498046875,2.3348388671875,-175.47607421875,163.6962890625,-121.27685546875
-0.8038330078125,-1.6915283203125,2.43408203125,-167.05322265625,173.15673828125,-123.35205078125
-0.899658203125,-1.7740478515625,2.5567626953125,-150.7568359375,183.65478515625,-124.3896484375
-0.9903564453125,-1.8798828125,2.641845703125,-133.30078125,195.86181640625,-123.96240234375
-1.05908203125,-2.02001953125,2.665771484375,-120.30029296875,209.28955078125,-122.49755859375
-1.1068115234375,-2.1575927734375,2.656005859375,-117.431640625,223.0224609375,-119.93408203125
-1.159912109375,-2.2933349609375,2.6396484375,-126.77001953125,235.90087890625,-117.37060546875
-1.2503662109375,-2.4412841796875,2.640869140625,-144.8974609375,247.314453125,-115.1123046875
-1.3135986328125,-2.5576171875,2.6695556640625,-167.66357421875,258.11767578125,-113.22021484375
-1.4356689453125,-2.656494140625,2.7281494140625,-188.720703125,267.76123046875,-111.99951171875
-1.53076171875,-2.683837890625,2.751708984375,-203.9794921875,277.40478515625,-110.7177734375
-1.5830078125,-2.67041015625,2.6937255859375,-208.80126953125,286.80419921875,-109.4970703125
-1.62548828125,-2.6910400390625,2.578369140625,-201.72119140625,295.71533203125,-107.97119140625
-1.633056640625,-2.740234375,2.431640625,-188.53759765625,303.955078125,-105.65185546875
-1.628662109375,-2.8115234375,2.2623291015625,-177.24609375,310.72998046875,-102.9052734375
-1.66015625,-2.8673095703125,2.1248779296875,-169.98291015625,316.162109375,-99.67041015625
-1.7047119140625,-2.9317626953125,2.058837890625,-163.818359375,319.7021484375,-96.13037109375
-1.7808837890625,-2.9832763671875,2.040283203125,-159.0576171875,322.57080078125,-91.85791015625
-1.884033203125,-3.0020751953125,2.0140380859375,-157.958984375,326.0498046875,-86.42578125
-1.9764404296875,-2.96240234375,1.9625244140625,-160.400390625,330.56640625,-80.13916015625
-2.031005859375,-2.8701171875,1.89501953125,-164.97802734375,335.51025390625,-73.8525390625
-2.0645751953125,-2.741455078125,1.8109130859375,-172.66845703125,340.63720703125,-68.84765625
-2.0850830078125,-2.5872802734375,1.734375,-185.1806640625,345.3369140625,-66.22314453125
-2.126708984375,-2.4659423828125,1.68017578125,-200.1953125,349.365234375,-67.19970703125
-2.31005859375,-2.414306640625,1.6165771484375,-210.87646484375,353.82080078125,-70.1904296875
-2.387939453125,-2.344970703125,1.5372314453125,-214.41650390625,358.33740234375,-72.8759765625
-2.47705078125,-2.25390625,1.419677734375,-212.70751953125,363.34228515625,-75.0732421875
-2.5751953125,-2.14306640625,1.2716064453125,-205.6884765625,368.7744140625,-76.72119140625
-2.6427001953125,-2.0286865234375,1.0968017578125,-193.2373046875,374.0234375,-77.94189453125
-2.7138671875,-1.9384765625,0.889404296875,-178.5888671875,378.72314453125,-79.1015625
-2.671875,-1.8427734375,0.6329345703125,-166.50390625,382.50732421875,-80.078125
-2.58056640625,-1.7271728515625,0.3646240234375,-160.58349609375,383.60595703125,-81.23779296875
-2.5728759765625,-1.61083984375,0.10986328125,-159.85107421875,383.36181640625,-82.763671875
-2.5177001953125,-1.5247802734375,-0.103271484375,-157.77587890625,380.43212890625,-84.89990234375
-2.4061279296875,-1.47216796875,-0.302490234375,-149.0478515625,375.1220703125,-86.85302734375
-2.375,-1.430419921875,-0.4796142578125,-134.21630859375,368.2861328125,-87.46337890625
-2.3365478515625,-1.4085693359375,-0.6790771484375,-116.39404296875,360.2294921875,-86.24267578125
-2.240234375,-1.3985595703125,-0.9561767578125,-96.19140625,350.4638671875,-83.06884765625
-2.082763671875,-1.3895263671875,-1.2509765625,-73.30322265625,339.41650390625,-77.57568359375
-1.8922119140625,-1.39990234375,-1.5089111328125,-48.15673828125,326.23291015625,-70.49560546875
-1.7874755859375,-1.4122314453125,-1.6929931640625,-27.099609375,310.4248046875,-61.82861328125
-1.7672119140625,-1.3824462890625,-1.804443359375,-17.15087890625,293.02978515625,-52.24609375
-1.717041015625,-1.313232421875,-1.8843994140625,-19.83642578125,275.146484375,-42.6025390625
-1.7841796875,-1.18310546875,-1.9482421875,-31.31103515625,257.32421875,-33.8134765625
-1.884521484375,-1.0184326171875,-2.0577392578125,-43.51806640625,241.63818359375,-26.7333984375
-1.9034423828125,-0.8328857421875,-2.207763671875,-50.10986328125,226.25732421875,-21.54541015625
-1.839111328125,-0.64306640625,-2.41015625,-47.4853515625,210.9375,-18.12744140625
-1.7718505859375,-0.5205078125,-2.64697265625,-34.60693359375,194.4580078125,-16.41845703125
-1.6314697265625,-0.4805908203125,-2.8857421875,-15.9912109375,174.1943359375,-16.05224609375
-1.546875,-0.4564208984375,-3.080322265625,1.5869140625,150.2685546875,-16.2353515625
-1.5125732421875,-0.4315185546875,-3.2509765625,13.73291015625,123.22998046875,-17.27294921875
-1.4989013671875,-0.412353515625,-3.353759765625,19.775390625,92.8955078125,-20.69091796875
-1.4554443359375,-0.359130859375,-3.4072265625,22.39990234375,60.4248046875,-26.3671875
-1.470703125,-0.327392578125,-3.46533203125,30.1513671875,26.2451171875,-33.69140625
-1.5426025390625,-0.379638671875,-3.5655517578125,44.98291015625,-9.94873046875,-43.02978515625
-1.6082763671875,-0.4935302734375,-3.71826171875,62.255859375,-48.15673828125,-53.03955078125
-1.6673583984375,-0.6279296875,-3.916748046875,76.47705078125,-88.37890625,-62.8662109375
-1.806884765625,-0.7760009765625,-3.99951171875,87.5244140625,-130.92041015625,-72.998046875
-2.1234130859375,-0.864013671875,-3.99951171875,97.2900390625,-175.78125,-82.6416015625
-2.497802734375,-0.8892822265625,-3.99951171875,105.77392578125,-223.69384765625,-93.32275390625
-2.8887939453125,-0.903564453125,-3.9993896484375,109.55810546875,-272.64404296875,-106.87255859375
-3.43408203125,-0.901611328125,-3.82666015625,107.23876953125,-320.556640625,-124.0234375
-3.9879150390625,-0.8892822265625,-3.63525390625,106.62841796875,-366.455078125,-144.1650390625
-3.99951171875,-0.8973388671875,-3.5006103515625,122.9248046875,-408.63037109375,-167.41943359375
-3.99951171875,-0.990234375,-3.517333984375,169.7998046875,-445.6787109375,-194.091796875
-3.99951171875,-1.19970703125,-3.73681640625,246.27685546875,-480.3466796875,-224.2431640625
-3.99951171875,-1.5802001953125,-3.99951171875,332.6416015625,-512.63427734375,-260.68115234375
-3.99951171875,-2.0362548828125,-3.99951171875,403.74755859375,-543.5791015625,-299.74365234375
-3.99951171875,-2.410400390625,-3.99951171875,446.96044921875,-572.8759765625,-346.19140625
-3.99951171875,-2.9527587890625,-3.99951171875,460.693359375,-601.86767578125,-400.7568359375
-3.99951171875,-3.7215576171875,-3.51318359375,451.96533203125,-625.6103515625,-456.11572265625
-3.99951171875,-3.99951171875,-2.5040283203125,426.8798828125,-644.287109375,-506.89697265625
-3.99951171875,-3.99951171875,-1.634521484375,372.4365234375,-658.0810546875,-547.42431640625
-3.99951171875,-3.99951171875,-1.021728515625,267.88330078125,-670.10498046875,-568.78662109375
-3.99951171875,-3.99951171875,-0.6146240234375,122.25341796875,-691.2841796875,-564.208984375
-3.99951171875,-3.99951171875,-0.288330078125,-24.47509765625,-722.5341796875,-528.6865234375
-3.99951171875,-3.99951171875,-0.198486328125,-124.8779296875,-756.65283203125,-464.29443359375
-3.99951171875,-3.99951171875,0.3939208984375,-164.306640625,-789.97802734375,-378.96728515625
-3.99951171875,-3.99951171875,1.6114501953125,-162.29248046875,-815.36865234375,-282.958984375
-3.99951171875,-3.99951171875,2.843994140625,-147.5830078125,-823.1201171875,-181.2744140625
-3.99951171875,-3.99951171875,3.931884765625,-137.87841796875,-811.767578125,-77.57568359375
-3.99951171875,-3.99951171875,3.99951171875,-132.14111328125,-786.07177734375,23.25439453125
-3.99951171875,-3.99951171875,3.99951171875,-113.22021484375,-753.47900390625,117.12646484375
-3.99951171875,-3.99951171875,3.99951171875,-74.5849609375,-720.21484375,198.6083984375
-3.99951171875,-3.99951171875,3.99951171875,-17.63916015625,-689.27001953125,262.6953125
-3.99951171875,-3.99951171875,3.99951171875,32.65380859375,-662.7197265625,310.85205078125
-3.99951171875,-3.99951171875,3.99951171875,62.19482421875,-642.15087890625,344.8486328125
-3.99951171875,-3.99951171875,3.99951171875,62.98828125,-621.7041015625,369.140625
-3.99951171875,-3.99951171875,3.99951171875,46.2646484375,-594.970703125,387.8173828125
-3.99951171875,-3.935546875,3.99951171875,27.52685546875,-557.7392578125,402.77099609375
-3.99951171875,-3.4759521484375,3.99951171875,17.02880859375,-512.75634765625,415.1611328125
-3.99951171875,-3.1673583984375,3.99951171875,19.10400390625,-463.7451171875,428.28369140625
-3.99951171875,-2.845947265625,3.99951171875,37.7197265625,-414.6728515625,443.7255859375
-3.99951171875,-2.6484375,3.99951171875,73.66943359375,-370.05615234375,457.45849609375
-3.99951171875,-2.5716552734375,3.99951171875,116.5771484375,-332.275390625,468.56689453125
-3.99951171875,-2.379150390625,3.99951171875,147.0947265625,-303.16162109375,477.84423828125
-3.99951171875,-1.9617919921875,3.9315185546875,160.888671875,-281.494140625,484.9853515625
-3.99951171875,-1.56201171875,3.5350341796875,172.8515625,-266.2353515625,488.1591796875
-3.99951171875,-1.1300048828125,3.3389892578125,191.46728515625,-257.62939453125,488.6474609375
-3.99951171875,-0.65869140625,3.1136474609375,206.72607421875,-252.86865234375,487.36572265625
-3.99951171875,-0.2325439453125,2.971435546875,203.18603515625,-251.03759765625,481.50634765625
-3.99951171875,0.039306640625,2.82958984375,173.15673828125,-249.1455078125,469.66552734375
-3.9984130859375,0.34423828125,2.5997314453125,125.18310546875,-244.56787109375,456.72607421875
-3.8560791015625,0.7913818359375,2.3531494140625,76.59912109375,-237.060546875,445.00732421875
-3.607421875,1.1737060546875,2.247802734375,37.78076171875,-229.736328125,430.908203125
-3.2659912109375,1.58642578125,2.23388671875,12.51220703125,-222.0458984375,414.24560546875
-2.9619140625,1.9234619140625,2.26416015625,1.03759765625,-212.21923828125,395.263671875
-2.706298828125,2.1832275390625,2.3492431640625,1.52587890625,-199.3408203125,372.9248046875
-2.3721923828125,2.4185791015625,2.444091796875,9.1552734375,-186.09619140625,348.93798828125
-2.026123046875,2.562744140625,2.50830078125,18.1884765625,-171.5087890625,321.83837890625
-1.65966796875,2.727294921875,2.541259765625,23.8037109375,-155.517578125,295.71533203125
-1.3992919921875,2.66162109375,2.5225830078125,26.18408203125,-137.8173828125,270.263671875
-1.1549072265625,2.6402587890625,2.4276123046875,27.52685546875,-119.873046875,242.431640625
-0.9296875,2.5380859375,2.292236328125,27.099609375,-101.86767578125,215.02685546875
-0.79736328125,2.3416748046875,2.1356201171875,23.37646484375,-84.89990234375,188.17138671875
-0.73486328125,2.1077880859375,1.9705810546875,16.17431640625,-68.9697265625,162.17041015625
-0.7122802734375,1.917724609375,1.8182373046875,9.09423828125,-54.6875,138.48876953125
-0.575927734375,1.757080078125,1.5753173828125,22.8271484375,-30.76171875,98.9990234375
-0.4385986328125,1.7039794921875,1.508544921875,43.3349609375,-20.20263671875,81.6650390625
-0.2822265625,1.650390625,1.4737548828125,62.744140625,-10.498046875,64.3310546875
-0.2091064453125,1.5755615234375,1.4520263671875,72.265625,-2.01416015625,47.54638671875
-0.1658935546875,1.47705078125,1.425048828125,68.29833984375,5.9814453125,30.82275390625
-0.11865234375,1.3927001953125,1.384765625,50.72021484375,13.18359375,14.46533203125
-0.06396484375,1.2999267578125,1.2940673828125,0.244140625,24.84130859375,-14.5263671875
-0.0751953125,1.260009765625,1.2755126953125,-19.83642578125,29.47998046875,-28.50341796875
-0.109619140625,1.2232666015625,1.285888671875,-33.0810546875,33.69140625,-42.1142578125
-0.15625,1.189453125,1.311279296875,-38.330078125,37.7197265625,-55.35888671875
-0.174560546875,1.155517578125,1.309814453125,-35.82763671875,41.9921875,-68.359375
-0.1580810546875,1.1025390625,1.276123046875,-27.7099609375,46.56982421875,-81.298828125
-0.1544189453125,1.0457763671875,1.224853515625,-16.66259765625,51.3916015625,-93.8720703125
-0.161865234375,0.9873046875,1.1627197265625,-6.65283203125,56.21337890625,-105.712890625
-0.149658203125,0.9208984375,1.0892333984375,-0.67138671875,60.60791015625,-117.0654296875
-0.119384765625,0.849609375,1.013671875,-0.91552734375,64.3310546875,-127.9296875
-0.0941162109375,0.7803955078125,0.9425048828125,-7.568359375,67.19970703125,-138.73291015625
-0.097900390625,0.7113037109375,0.872802734375,-18.98193359375,69.27490234375,-149.47509765625
-0.10400390625,0.64404296875,0.810791015625,-32.8369140625,70.49560546875,-160.15625
-0.1094970703125,0.5650634765625,0.7628173828125,-47.54638671875,70.3125,-170.166015625
-0.132568359375,0.47900390625,0.7445068359375,-61.95068359375,68.78662109375,-180.0537109375
-0.1748046875,0.3974609375,0.7349853515625,-75.98876953125,65.91796875,-190.0634765625
-0.1986083984375,0.336669921875,0.7359619140625,-88.9892578125,62.31689453125,-200.01220703125
-0.19677734375,0.3076171875,0.7554931640625,-98.44970703125,58.28857421875,-209.77783203125
-0.2333984375,0.281494140625,0.7720947265625,-101.98974609375,54.38232421875,-219.23828125
-0.2874755859375,0.2481689453125,0.823486328125,-98.7548828125,50.84228515625,-228.271484375
-0.3609619140625,0.20068359375,0.8316650390625,-91.30859375,47.79052734375,-237.1826171875
-0.4158935546875,0.1593017578125,0.82373046875,-81.35986328125,45.8984375,-245.66650390625
-0.449462890625,0.119873046875,0.810791015625,-70.068359375,44.7998046875,-253.11279296875
-0.4698486328125,0.0767822265625,0.777099609375,-58.349609375,44.7998046875,-259.70458984375
-0.4683837890625,0.0184326171875,0.7252197265625,-47.30224609375,45.22705078125,-265.56396484375
-0.4742431640625,-0.054931640625,0.697509765625,-38.4521484375,46.142578125,-271.17919921875
-0.4849853515625,-0.1575927734375,0.705078125,-33.02001953125,47.42431640625,-276.2451171875
-0.500244140625,-0.30859375,0.74609375,-31.31103515625,48.4619140625,-281.494140625
-0.6065673828125,-0.46533203125,0.7645263671875,-33.69140625,50.10986328125,-286.62109375
-0.6986083984375,-0.6072998046875,0.7559814453125,-38.9404296875,52.91748046875,-291.015625
-0.7269287109375,-0.715087890625,0.710205078125,-44.61669921875,56.82373046875,-293.88427734375
-0.6875,-0.7630615234375,0.6182861328125,-48.7060546875,60.97412109375,-294.86083984375
-0.585693359375,-0.8349609375,0.515380859375,-51.1474609375,65.12451171875,-294.37255859375
-0.543701171875,-0.9127197265625,0.4180908203125,-53.3447265625,69.2138671875,-292.96875
-0.5074462890625,-1.0343017578125,0.353515625,-57.4951171875,71.77734375,-290.58837890625
-0.55908203125,-1.28515625,0.3546142578125,-63.78173828125,72.6318359375,-288.14697265625
-0.5718994140625,-1.46923828125,0.3260498046875,-72.509765625,72.93701171875,-285.46142578125
-0.55078125,-1.519287109375,0.3009033203125,-78.9794921875,72.021484375,-281.3720703125
-0.555419921875,-1.7081298828125,0.232421875,-77.880859375,71.10595703125,-275.390625
-0.4337158203125,-1.94921875,0.1429443359375,-66.7724609375,70.4345703125,-267.822265625
-0.29931640625,-2.1163330078125,0.091796875,-46.7529296875,68.603515625,-260.25390625
-0.23583984375,-2.2664794921875,0.06689453125,-21.3623046875,67.44384765625,-252.0751953125
-0.2181396484375,-2.37548828125,0.036865234375,3.662109375,67.19970703125,-240.966796875
-0.136474609375,-2.4901123046875,0.006591796875,23.0712890625,68.05419921875,-227.72216796875
-0.088623046875,-2.5557861328125,-0.01904296875,31.79931640625,69.82421875,-214.29443359375
-0.0311279296875,-2.6099853515625,-0.0487060546875,29.23583984375,71.2890625,-201.11083984375
0.02294921875,-2.6986083984375,-0.1053466796875,19.287109375,71.77734375,-188.1103515625
0.0396728515625,-2.8043212890625,-0.153076171875,6.103515625,71.59423828125,-175.6591796875
0.0545654296875,-2.8424072265625,-0.1917724609375,-5.37109375,70.12939453125,-162.4755859375
0.123291015625,-2.8056640625,-0.23095703125,-10.6201171875,67.3828125,-148.681640625
0.172119140625,-2.767578125,-0.2137451171875,-7.75146484375,64.14794921875,-134.8876953125
0.19873046875,-2.7252197265625,-0.1795654296875,0.91552734375,61.34033203125,-121.58203125
0.2371826171875,-2.6536865234375,-0.154052734375,12.14599609375,59.4482421875,-108.09326171875
0.275146484375,-2.5438232421875,-0.1146240234375,25.146484375,59.02099609375,-94.42138671875
0.32275390625,-2.4024658203125,-0.0595703125,38.2080078125,59.814453125,-81.1767578125
0.3662109375,-2.3106689453125,-0.0535888671875,48.03466796875,61.70654296875,-69.03076171875
0.35595703125,-2.3037109375,-0.0894775390625,49.62158203125,64.51416015625,-58.04443359375
0.3538818359375,-2.25732421875,-0.11474609375,40.10009765625,66.162109375,-47.54638671875
0.3763427734375,-2.1495361328125,-0.1341552734375,23.0712890625,66.650390625,-37.9638671875
0.3792724609375,-2.021240234375,-0.16162109375,6.2255859375,66.89453125,-29.60205078125
0.3653564453125,-1.8875732421875,-0.185302734375,-4.08935546875,66.5283203125,-22.27783203125
0.36328125,-1.75537109375,-0.1964111328125,-6.77490234375,65.73486328125,-15.869140625
